Time,Temperature (°F),,,Dew Point (°F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (in),,,Precipitation (in),
7/21/2023,90,70.1,56,59,54.9,49,90,63.2,32,14,4.8,0,29.8,29.7,29.6,0,
7/22/2023,93,74.5,55,57,51.1,45,80,48.2,19,16,4.7,0,29.7,29.6,29.6,0,
7/23/2023,92,72.9,56,56,53.3,50,87,53.4,29,16,5.2,0,29.6,29.6,29.5,0,
7/24/2023,82,69,53,57,53.9,50,89,61.2,37,14,6.7,0,29.7,29.7,29.6,0,
7/25/2023,82,69.5,61,62,57.3,49,90,68.1,34,14,7,0,29.8,29.8,29.7,0,
7/26/2023,87,70.2,53,52,48.6,43,83,51,22,13,7.9,0,29.7,29.7,29.6,0.01,
7/27/2023,85,68.4,53,53,49.9,47,80,55.3,28,14,4,0,29.7,29.6,29.6,0,
7/28/2023,85,68,52,55,51.7,49,89,59.7,31,12,3.7,0,29.7,29.6,29.6,0,
7/29/2023,83,68,54,53,51.2,49,83,57.9,34,13,4.2,0,29.7,29.7,29.7,0,
7/30/2023,84,67.8,52,52,49.8,46,83,56.2,29,12,5.6,0,29.8,29.7,29.7,0,
7/31/2023,86,68.9,52,53,49.8,47,86,55.3,26,12,6.9,0,29.7,29.7,29.6,0,
8/1/2023,89,71.3,51,52,48.3,39,89,51,17,14,6,0,29.7,29.6,29.6,0,
8/2/2023,90,72.6,54,52,47.6,43,75,44.9,22,14,4.7,0,29.7,29.6,29.6,0,
8/3/2023,90,72,53,55,50.6,45,83,50.9,22,14,5.4,0,29.7,29.7,29.6,0,
8/4/2023,90,74.4,59,54,52.5,50,78,49.3,25,16,7,0,29.8,29.7,29.6,0,
8/5/2023,87,74.1,58,58,53.8,50,75,51.3,31,14,5.7,0,29.8,29.7,29.7,0,
8/6/2023,88,75.1,64,61,58.1,56,81,58,34,13,6.6,0,29.8,29.8,29.7,0,
8/7/2023,87,73.8,63,59,57,55,78,58.2,33,14,5.5,0,29.8,29.7,29.6,0,
8/8/2023,89,72.3,54,58,54.2,50,97,57.9,26,10,5,0,29.7,29.6,29.5,0,
8/9/2023,87,71.8,59,60,55.2,48,80,58.8,35,14,6.1,0,29.6,29.5,29.5,0,
8/10/2023,84,71.9,63,59,54.6,50,81,57.6,32,14,7.5,0,29.6,26.4,0,0,
8/11/2023,89,72.5,57,55,53.3,51,81,54.5,28,14,7.3,0,29.7,29.6,29.6,0,
8/12/2023,91,74.9,58,57,54.2,52,81,52.1,28,18,10.4,0,29.8,29.7,29.6,0,
8/13/2023,102,81,63,57,54.7,52,72,45,19,18,9.3,0,29.7,29.6,29.5,0,
8/14/2023,102,83.6,66,58,55.4,53,73,41.4,19,12,4.1,0,29.5,25.9,0,0,
8/15/2023,105,86.5,68,60,57.8,55,63,40.4,20,14,6.2,0,29.6,29.6,29.5,0,
8/16/2023,105,84.7,69,63,58.9,56,68,44.7,20,9,3.9,0,29.6,29.5,29.4,0,
8/17/2023,91,78.8,67,64,59.8,57,73,54.1,33,15,4.9,0,29.5,29.4,29.4,0,
8/18/2023,86,71.3,60,59,51,34,86,54.8,16,17,9.2,0,29.6,29.5,29.5,0,
8/19/2023,86,69,55,51,46.2,44,67,47,23,14,8.5,0,29.6,29.5,29.4,0,
8/20/2023,88,70.8,54,51,47.9,44,77,48.8,22,12,5.3,0,29.5,29.4,29.4,0,
8/21/2023,81,66.9,54,50,47.4,42,77,52.9,26,14,5.2,0,29.6,29.5,29.4,0,
8/22/2023,78,65,53,52,48.2,46,86,58,32,12,5.6,0,29.7,29.7,29.6,0,
8/23/2023,82,64.3,48,52,45.3,41,89,55.5,23,15,6.7,0,29.8,29.7,29.6,0,
8/24/2023,88,69.9,53,55,50,44,86,53.3,27,10,6,0,29.6,29.5,29.4,0,
8/25/2023,89,73.1,63,61,57.7,53,90,61.9,32,15,7.8,0,29.6,29.5,29.5,0.04,
8/26/2023,88,69.4,57,60,56.6,53,89,66.8,37,10,6.1,0,29.6,29.6,29.5,0,
8/27/2023,78,65.7,59,60,57.3,55,87,75.6,52,13,7.7,3,29.7,29.7,29.6,0,
8/28/2023,68,62.9,60,59,57.8,56,96,83.8,70,7,3.1,0,29.7,29.7,29.7,0,
8/29/2023,74,65.5,59,59,55.5,53,87,71.3,49,12,4.5,0,29.8,29.8,29.7,0.06,
8/30/2023,82,67.7,55,57,52.9,50,93,63.5,33,10,4.6,0,29.8,29.7,29.6,0.01,
8/31/2023,65,62.9,58,63,58.2,51,97,84.9,68,8,4.5,0,29.6,29.5,29.4,0,
9/1/2023,78,65.3,62,63,60.5,56,100,85.7,52,16,7.8,0,29.4,29.4,29.4,0.19,
9/2/2023,86,67.9,55,60,55.8,47,93,68.8,26,18,6.8,0,29.6,29.5,29.4,0.03,
9/3/2023,78,65.6,57,59,55.6,54,93,72.3,43,14,8.5,6,29.7,29.6,29.6,0,
9/4/2023,70,62.3,53,59,53.5,47,90,74.6,49,10,4.9,0,29.7,29.7,29.6,0.01,
9/5/2023,77,61,46,49,45.9,42,93,62,32,14,5.9,0,29.7,29.6,29.6,0,
9/6/2023,80,63.5,47,53,48.3,43,86,61.5,32,14,3.4,0,29.6,29.6,29.5,0,
9/7/2023,69,57.8,51,52,50.2,48,90,76.5,54,7,2.7,0,29.6,29.6,29.6,0,
9/8/2023,82,68.7,47,52,49.6,44,90,53.5,33,13,6.7,0,29.7,29.7,29.6,0,
9/9/2023,87,68.3,51,54,50.5,47,86,57.6,27,12,4.2,0,29.7,29.7,29.6,0,
9/10/2023,84,67.7,55,52,49.5,41,86,57.1,22,12,7.3,0,29.7,29.7,29.7,0,
9/11/2023,78,64.8,53,58,52.5,48,86,65.8,46,15,6.4,0,29.7,29.7,29.6,0,
9/12/2023,83,62.9,47,56,49.6,40,100,67.5,24,13,3.5,0,29.7,29.7,29.6,0,
9/13/2023,83,67,55,57,53.4,48,90,65.2,34,18,8.9,0,29.8,29.7,29.6,0,
9/14/2023,89,67.9,51,54,49.6,43,93,56.7,24,13,6.4,0,29.7,29.6,29.5,0,
9/15/2023,94,69.9,51,52,47.1,43,86,51.1,18,12,3.9,0,29.6,29.5,29.5,0,
9/16/2023,87,67.9,53,57,51.3,46,80,58.2,33,12,5,0,29.6,29.6,29.5,0,
9/17/2023,80,63.6,47,51,48.9,44,90,62.4,35,14,5.4,0,29.7,29.6,29.6,0,
9/18/2023,74,63.6,51,55,50,41,80,62.2,46,18,6.8,0,29.7,29.7,29.6,0,
9/19/2023,74,59.3,47,45,40.8,36,80,54.8,25,14,7.3,0,29.8,29.7,29.6,0,
9/20/2023,71,58.9,48,49,44.9,41,83,61.9,36,10,4.9,0,29.7,29.7,29.6,0,
9/21/2023,75,58.5,41,47,42.5,38,89,59.1,31,14,5.3,0,29.7,29.6,29.6,0,
9/22/2023,79,61.5,44,45,42,39,85,53.1,25,13,5.3,0,29.6,29.6,29.5,0,
9/23/2023,70,60.5,52,55,49.7,45,90,68.6,49,12,5.2,0,29.6,29.6,29.6,0,
9/24/2023,62,55.1,49,58,52.6,47,97,91.2,83,12,3.5,0,29.6,29.5,29.4,0,
9/25/2023,64,59.4,57,57,55.1,53,96,85.8,72,23,8.8,0,29.5,29.4,29.4,0.45,
9/26/2023,71,61,56,54,52.2,49,93,74.4,47,21,10.5,5,29.7,29.6,29.5,0.66,
9/27/2023,68,59.1,53,54,50.8,47,93,75.6,49,15,9.2,0,29.8,29.7,29.5,0.24,
9/28/2023,68,57.9,50,55,50.2,48,93,77.3,49,10,5.5,0,29.8,29.7,29.5,0.01,
9/29/2023,61,57.1,55,55,54.4,53,97,90.7,80,13,6.3,0,29.5,29.5,29.4,0.13,
9/30/2023,69,57.5,49,53,48.1,44,90,72.6,42,18,8.5,0,29.6,29.6,29.5,0.09,
10/1/2023,70,51.8,40,48,43.7,39,97,77.3,36,14,3.9,0,29.7,29.7,29.7,0,
10/2/2023,64,55.6,45,56,50.4,42,93,83.4,58,13,7.5,0,29.8,29.7,29.6,0,
10/3/2023,69,60.8,53,57,55.6,51,93,83.9,61,10,6.1,0,29.9,29.8,29.6,0.15,
10/4/2023,71,58.3,51,57,53.1,50,97,84.2,59,21,8.1,0,29.9,29.9,29.8,0,
10/5/2023,75,61.2,55,60,55.9,53,97,83.8,57,14,7,0,29.9,29.8,29.7,0,
10/6/2023,87,56.3,48,60,51.9,47,100,87.7,37,13,2.2,0,29.7,29.7,29.5,0,
10/7/2023,85,65.3,52,59,53.8,50,96,70,40,13,4.5,0,29.6,29.5,29.5,0,
10/8/2023,80,62.3,50,57,52.2,47,93,72.4,40,12,4.5,0,29.5,29.4,29.3,0,
10/9/2023,64,56.8,52,58,52.9,49,93,87.2,75,15,5.1,0,29.4,29.4,29.3,0,
10/10/2023,65,55.8,52,56,52.3,49,97,87.9,63,21,10.6,3,29.3,29.2,29.2,0.28,
10/11/2023,60,55.6,53,55,52.6,49,93,89.3,80,18,12.3,5,29.6,29.4,29.3,0.59,
10/12/2023,69,57.5,49,55,52.3,47,97,83.8,61,13,5.7,0,29.6,29.6,29.4,0.32,
10/13/2023,63,50.8,45,54,48.1,43,97,91.2,65,10,2.9,0,29.5,29.4,29.4,0.03,
10/14/2023,64,54.2,49,58,51.9,47,100,92.3,75,5,1.6,0,29.7,29.6,29.5,0.14,
10/15/2023,69,57.8,54,58,54.8,53,100,90.6,63,7,1.5,0,29.7,29.7,29.5,0,
10/16/2023,69,59.9,52,61,56.4,50,97,88.8,70,17,8,0,29.8,29.6,29.5,0,
10/17/2023,66,54.7,50,56,52.5,49,100,93,70,7,3.4,0,29.8,29.8,29.7,0.28,
10/18/2023,65,54.6,50,56,52.2,49,100,91.9,70,7,2.3,0,29.7,29.7,29.6,0,
10/19/2023,67,51.9,46,58,49.6,45,100,92.7,70,8,2.1,0,29.7,29.7,29.6,0,
10/20/2023,63,55.2,49,58,53.3,48,100,93.7,82,9,2.6,0,29.6,29.6,29.5,0,
10/21/2023,60,58.1,53,57,54.6,51,96,88.1,78,8,3.9,0,29.5,29.5,29.5,0,
10/22/2023,67,56,49,56,53,48,100,90.3,63,9,2.8,0,29.6,29.5,29.4,0,
10/23/2023,61,54.7,48,55,51,44,97,88.2,64,10,4.7,0,29.7,29.6,29.6,0.02,
10/24/2023,54,49.4,43,48,45.9,41,97,87.8,71,15,6.6,0,29.7,29.5,29.4,0,
10/25/2023,54,46.3,40,45,41.3,38,93,83.3,66,17,9.7,0,29.7,29.5,29.4,0.69,
10/26/2023,55,43.7,37,45,40.4,36,97,89.1,57,7,4.6,0,29.8,29.8,29.7,0.25,
10/27/2023,50,43.9,37,43,39,33,93,82.9,68,15,8.7,3,29.9,29.9,29.8,0,
10/28/2023,53,39.6,29,34,30.4,26,92,71.6,43,17,9.4,0,30,30,29.9,0,
10/29/2023,56,39.6,27,36,30,23,89,71,44,12,3.3,0,30,29.9,29.9,0,
10/30/2023,56,40.1,26,39,32.1,24,93,75.5,47,8,3,0,29.9,29.9,29.8,0,
10/31/2023,58,43.3,31,46,37.5,29,92,81.5,56,6,2,0,29.8,29.8,29.7,0,
11/1/2023,54,50.5,42,52,47.9,40,96,91,80,9,3.6,0,29.7,29.7,29.6,0,
11/2/2023,65,59.9,53,60,55.9,51,94,86.8,78,13,6.4,0,29.8,29.6,29.5,0.2,
11/3/2023,75,60.8,56,59,56.3,54,97,86.1,57,10,2.5,0,29.8,29.7,29.5,0.02,
11/4/2023,76,64.4,52,60,57.5,50,93,79.9,55,16,7.9,3,29.5,29.5,29.5,0.33,
11/5/2023,63,52.7,47,54,50,46,100,91,67,17,5.3,0,29.6,29.5,29.3,0.72,
11/6/2023,56,52.7,48,52,48.6,45,93,85.7,77,20,12,5,29.6,29.4,29.2,0.31,
11/7/2023,59,47.2,39,50,43.4,38,97,87.5,60,9,5.7,0,30,29.9,29.6,0,
11/8/2023,48,41.8,36,44,39.7,35,97,93,83,10,3.5,0,30.1,30,29.9,0.05,
11/9/2023,52,44.8,38,46,41,36,96,87.2,66,9,5.8,0,29.9,29.8,29.7,0,
11/10/2023,54,46.6,41,46,43.7,39,100,90.4,75,9,5.2,0,29.8,29.8,29.7,0.11,
11/11/2023,55,51.6,48,50,46.4,42,89,82.4,71,25,10.8,0,29.8,29.7,29.7,0,
11/12/2023,60,49.2,43,50,45.5,42,97,88.1,60,16,5.6,0,29.7,29.6,29.4,0,
11/13/2023,63,53.1,46,49,46.5,41,97,79.4,56,16,8.4,0,29.7,29.6,29.5,0.26,
11/14/2023,54,47.8,44,44,41.6,39,96,79.8,57,9,3.3,0,29.6,29.6,29.5,0.01,
11/15/2023,54,48.9,45,50,46.7,43,97,92.2,86,10,3.8,0,29.6,29.5,29.5,0,
11/16/2023,50,46.7,43,48,44.4,41,97,92.1,83,9,5,0,29.7,29.6,29.5,0.09,
11/17/2023,52,47.7,46,45,44.6,43,96,89.3,74,7,3.4,0,29.7,29.6,29.5,0,
11/18/2023,65,50.1,43,47,41.9,37,83,74.1,52,12,2.7,0,29.6,29.4,29.2,0,
11/19/2023,69,53.2,41,51,41,35,93,65.8,36,13,7.4,3,30.1,30,29.7,0.26,
11/20/2023,46,40.2,37,39,36.3,32,100,86.4,70,7,1.9,0,30.1,30,29.9,0.05,
11/21/2023,62,42.3,36,49,39.3,35,100,90.7,56,8,3.1,0,29.9,29.9,29.9,0,
11/22/2023,53,48.8,37,49,46,36,96,90.2,83,16,6.3,0,29.9,29.9,29.9,0.06,
11/23/2023,44,41.8,36,40,38,34,93,86.6,79,14,9,3,29.9,29.9,29.9,0.05,
11/24/2023,49,37.1,28,39,32.8,26,96,84.9,66,13,6.5,0,29.9,29.9,29.9,0,
11/25/2023,46,29.2,23,35,26.2,21,96,88.7,63,10,1.7,0,29.9,29.9,29.8,0,
11/26/2023,46,28.2,23,34,24.7,20,96,87,58,6,1.2,0,29.9,29.8,29.8,0,
11/27/2023,43,27.3,23,34,24.4,20,96,88.9,68,8,1.1,0,29.8,29.8,29.8,0,
11/28/2023,41,28.5,22,33,25.9,20,96,90.2,70,6,1.3,0,29.8,29.8,29.7,0,
11/29/2023,40,31.7,24,35,29,22,96,89.7,77,5,0.7,0,29.7,29.7,29.6,0,
11/30/2023,48,40.9,37,44,38.4,34,97,91.1,83,12,4.3,0,29.6,29.5,29.5,0,
12/1/2023,53,47.4,43,45,43.1,40,93,85.4,74,17,10.4,5,29.6,29.5,29.4,0.36,
12/2/2023,55,50.7,48,51,47.6,43,96,89.3,74,17,9.8,5,29.6,29.5,29.4,0.25,
12/3/2023,58,56.3,51,56,53.6,49,93,90.8,87,16,11.9,8,29.7,29.6,29.5,1.46,
12/4/2023,65,60.1,56,55,53.2,52,87,78.2,68,17,11.3,7,29.7,29.7,29.7,1.37,
12/5/2023,64,60.8,56,55,52.7,50,93,75.3,60,14,8.4,0,29.6,29.6,29.6,0,
12/6/2023,55,50.4,47,54,47.7,44,96,90.6,86,17,7,0,29.5,29.4,29.4,0.34,
12/7/2023,48,45.1,41,45,41.8,38,93,88.1,85,10,8.8,5,29.8,29.6,29.5,1.02,
12/8/2023,49,40.7,33,41,36.9,31,96,87.1,66,9,4.4,0,30,30,29.9,0.32,
12/9/2023,49,39.5,31,42,35.5,30,96,86,66,15,6.1,0,30,29.9,29.9,0.05,
12/10/2023,52,50.5,48,49,46.6,41,93,86.5,74,14,8.2,3,29.8,29.8,29.7,0.05,
12/11/2023,54,50.7,48,50,48.6,46,96,92.2,86,10,5.3,0,29.8,29.7,29.7,0.48,
12/12/2023,49,44,38,46,41.3,37,97,90.5,77,13,6.7,0,29.8,29.7,29.7,0.01,
12/13/2023,45,39.1,37,41,37.8,36,100,95.2,85,6,1.6,0,29.7,29.7,29.7,0,
12/14/2023,50,42.1,38,45,40.1,37,97,93.1,83,6,2.1,0,29.8,29.8,29.7,0,
12/15/2023,44,41.8,39,42,39.7,37,97,92.7,82,7,2.5,0,29.9,29.8,29.8,0,
12/16/2023,40,38,35,38,36.6,34,100,95,89,6,1.6,0,29.8,29.8,29.8,0,
12/17/2023,39,36.2,34,37,34.7,33,100,94.3,89,16,2.5,0,29.8,29.7,29.5,0,
12/18/2023,44,40,35,40,37.5,35,100,90.9,79,5,0.8,0,29.5,29.3,29.1,0,
12/19/2023,59,49.8,42,54,47.6,40,97,92.4,83,13,5.1,0,29.4,29.2,29.1,0.29,
12/20/2023,50,46.8,43,49,44.6,41,97,92.3,83,9,4.5,0,29.6,29.5,29.4,0.1,
12/21/2023,48,45.6,44,45,44,43,97,94.2,86,7,2.8,0,29.7,29.6,29.6,0,
12/22/2023,48,42.1,33,44,39.8,31,100,92.2,77,9,5.5,0,29.9,29.7,29.6,0,
12/23/2023,38,34.5,31,36,33.2,30,100,95.1,92,10,5.6,0,29.9,29.9,29.7,0.12,
12/24/2023,47,40.1,34,42,36.8,33,96,88.2,77,12,6.1,0,29.8,29.8,29.7,0,
12/25/2023,54,49.9,44,51,46.4,42,93,88,72,14,7.8,3,29.7,29.7,29.6,0,
12/26/2023,52,49.4,45,49,47.5,43,97,93,80,9,5.3,0,29.8,29.6,29.4,0.08,
12/27/2023,57,45.3,37,50,41.5,35,97,87.3,66,13,5.5,0,29.6,29.4,29.3,0.04,
12/28/2023,52,47.1,41,48,43.7,39,93,87.9,80,9,4,0,29.7,29.6,29.5,0.09,
12/29/2023,51,46.2,42,48,44.1,41,97,92.6,83,12,2.6,0,29.5,29.4,29.3,0.02,
12/30/2023,53,46.4,39,50,44.5,38,100,92.9,83,9,4.8,0,29.7,29.6,29.5,0.12,
12/31/2023,43,41.2,40,41,39.9,39,97,95.4,92,6,2.4,0,29.8,29.8,29.7,0.09,
,,,,,,,,,,,,,,,,,
