2021,Sunrise/Sunset,,Daylength,,Astronomical Twilight,,Nautical Twilight,,Civil Twilight,,Solar Noon,
12/1/2022,7:27 am ? (120°),4:35 pm ? (240°),9:07:58,?1:28,5:44 AM,6:18 PM,6:18 AM,5:43 PM,6:54 AM,5:07 PM,12:01 pm (24.1°),91.66
12/2/2022,7:28 am ? (120°),4:35 pm ? (239°),9:06:33,?1:24,5:45 AM,6:18 PM,6:19 AM,5:43 PM,6:55 AM,5:07 PM,12:01 pm (23.9°),91.644
12/3/2022,7:29 am ? (121°),4:34 pm ? (239°),9:05:12,?1:21,5:46 AM,6:18 PM,6:20 AM,5:43 PM,6:56 AM,5:07 PM,12:02 pm (23.8°),91.63
12/4/2022,7:30 am ? (121°),4:34 pm ? (239°),9:03:54,?1:17,5:46 AM,6:18 PM,6:21 AM,5:43 PM,6:57 AM,5:07 PM,12:02 pm (23.7°),91.615
12/5/2022,7:31 am ? (121°),4:34 pm ? (239°),9:02:41,?1:13,5:47 AM,6:18 PM,6:22 AM,5:43 PM,6:58 AM,5:07 PM,12:03 pm (23.5°),91.602
12/6/2022,7:32 am ? (121°),4:34 pm ? (239°),9:01:32,?1:09,5:48 AM,6:18 PM,6:23 AM,5:43 PM,6:59 AM,5:06 PM,12:03 pm (23.4°),91.588
12/7/2022,7:33 am ? (121°),4:34 pm ? (238°),9:00:27,?1:05,5:49 AM,6:18 PM,6:24 AM,5:43 PM,7:00 AM,5:06 PM,12:03 pm (23.3°),91.576
12/8/2022,7:34 am ? (122°),4:34 pm ? (238°),8:59:26,?1:01,5:50 AM,6:18 PM,6:25 AM,5:43 PM,7:01 AM,5:06 PM,12:04 pm (23.2°),91.563
12/9/2022,7:35 am ? (122°),4:33 pm ? (238°),8:58:29,?0:56,5:51 AM,6:18 PM,6:26 AM,5:43 PM,7:02 AM,5:06 PM,12:04 pm (23.1°),91.552
12/10/2022,7:36 am ? (122°),4:34 pm ? (238°),8:57:36,?0:52,5:51 AM,6:18 PM,6:27 AM,5:43 PM,7:03 AM,5:06 PM,12:05 pm (23.0°),91.541
12/11/2022,7:37 am ? (122°),4:34 pm ? (238°),8:56:48,?0:48,5:52 AM,6:18 PM,6:27 AM,5:43 PM,7:04 AM,5:07 PM,12:05 pm (22.9°),91.53
12/12/2022,7:38 am ? (122°),4:34 pm ? (238°),8:56:04,?0:43,5:53 AM,6:18 PM,6:28 AM,5:43 PM,7:05 AM,5:07 PM,12:06 pm (22.9°),91.52
12/13/2022,7:38 am ? (122°),4:34 pm ? (238°),8:55:25,?0:39,5:54 AM,6:18 PM,6:29 AM,5:43 PM,7:05 AM,5:07 PM,12:06 pm (22.8°),91.51
12/14/2022,7:39 am ? (122°),4:34 pm ? (238°),8:54:50,?0:34,5:54 AM,6:19 PM,6:30 AM,5:44 PM,7:06 AM,5:07 PM,12:07 pm (22.7°),91.501
12/15/2022,7:40 am ? (122°),4:34 pm ? (238°),8:54:20,?0:30,5:55 AM,6:19 PM,6:30 AM,5:44 PM,7:07 AM,5:07 PM,12:07 pm (22.7°),91.493
12/16/2022,7:41 am ? (122°),4:35 pm ? (238°),8:53:54,?0:25,5:56 AM,6:19 PM,6:31 AM,5:44 PM,7:08 AM,5:08 PM,12:08 pm (22.6°),91.485
12/17/2022,7:41 am ? (123°),4:35 pm ? (237°),8:53:33,?0:21,5:56 AM,6:20 PM,6:32 AM,5:45 PM,7:08 AM,5:08 PM,12:08 pm (22.6°),91.477
12/18/2022,7:42 am ? (123°),4:35 pm ? (237°),8:53:16,?0:16,5:57 AM,6:20 PM,6:32 AM,5:45 PM,7:09 AM,5:08 PM,12:09 pm (22.6°),91.47
12/19/2022,7:43 am ? (123°),4:36 pm ? (237°),8:53:04,?0:11,5:58 AM,6:21 PM,6:33 AM,5:45 PM,7:09 AM,5:09 PM,12:09 pm (22.6°),91.463
12/20/2022,7:43 am ? (123°),4:36 pm ? (237°),8:52:57,?0:07,5:58 AM,6:21 PM,6:33 AM,5:46 PM,7:10 AM,5:09 PM,12:10 pm (22.6°),91.456
12/21/2022,7:44 am ? (123°),4:37 pm ? (237°),8:52:54,?0:02,5:59 AM,6:21 PM,6:34 AM,5:46 PM,7:10 AM,5:10 PM,12:10 pm (22.5°),91.45
12/22/2022,7:44 am ? (123°),4:37 pm ? (237°),8:52:56,+0:02,5:59 AM,6:22 PM,6:34 AM,5:47 PM,7:11 AM,5:10 PM,12:11 pm (22.6°),91.444
12/23/2022,7:45 am ? (123°),4:38 pm ? (237°),8:53:03,+0:06,6:00 AM,6:23 PM,6:35 AM,5:47 PM,7:11 AM,5:11 PM,12:11 pm (22.6°),91.438
12/24/2022,7:45 am ? (123°),4:38 pm ? (237°),8:53:14,+0:11,6:00 AM,6:23 PM,6:35 AM,5:48 PM,7:12 AM,5:11 PM,12:12 pm (22.6°),91.433
12/25/2022,7:45 am ? (123°),4:39 pm ? (237°),8:53:30,+0:16,6:00 AM,6:24 PM,6:36 AM,5:49 PM,7:12 AM,5:12 PM,12:12 pm (22.6°),91.428
12/26/2022,7:46 am ? (123°),4:40 pm ? (238°),8:53:51,+0:20,6:01 AM,6:24 PM,6:36 AM,5:49 PM,7:13 AM,5:13 PM,12:13 pm (22.6°),91.424
12/27/2022,7:46 am ? (122°),4:40 pm ? (238°),8:54:16,+0:25,6:01 AM,6:25 PM,6:36 AM,5:50 PM,7:13 AM,5:13 PM,12:13 pm (22.7°),91.42
12/28/2022,7:46 am ? (122°),4:41 pm ? (238°),8:54:46,+0:29,6:01 AM,6:26 PM,6:37 AM,5:51 PM,7:13 AM,5:14 PM,12:14 pm (22.7°),91.416
12/29/2022,7:46 am ? (122°),4:42 pm ? (238°),8:55:21,+0:34,6:02 AM,6:26 PM,6:37 AM,5:51 PM,7:13 AM,5:15 PM,12:14 pm (22.8°),91.412
12/30/2022,7:47 am ? (122°),4:43 pm ? (238°),8:55:59,+0:38,6:02 AM,6:27 PM,6:37 AM,5:52 PM,7:14 AM,5:16 PM,12:15 pm (22.9°),91.41
12/31/2022,7:47 am ? (122°),4:43 pm ? (238°),8:56:43,+0:43,6:02 AM,6:28 PM,6:37 AM,5:53 PM,7:14 AM,5:16 PM,12:15 pm (22.9°),91.407
1/1/2023,7:47 am ? (122°),4:44 pm ? (238°),8:57:31,+0:47,6:02 AM,6:29 PM,6:37 AM,5:54 PM,7:14 AM,5:17 PM,12:15 pm (23.0°),91.405
1/2/2023,7:47 am ? (122°),4:45 pm ? (238°),8:58:23,+0:52,6:03 AM,6:30 PM,6:38 AM,5:54 PM,7:14 AM,5:18 PM,12:16 pm (23.1°),91.404
1/3/2023,7:47 am ? (122°),4:46 pm ? (238°),8:59:20,+0:56,6:03 AM,6:30 PM,6:38 AM,5:55 PM,7:14 AM,5:19 PM,12:16 pm (23.2°),91.403
1/4/2023,7:47 am ? (122°),4:47 pm ? (239°),9:00:21,+1:00,6:03 AM,6:31 PM,6:38 AM,5:56 PM,7:14 AM,5:20 PM,12:17 pm (23.3°),91.403
1/5/2023,7:47 am ? (121°),4:48 pm ? (239°),9:01:26,+1:05,6:03 AM,6:32 PM,6:38 AM,5:57 PM,7:14 AM,5:21 PM,12:17 pm (23.4°),91.403
1/6/2023,7:47 am ? (121°),4:49 pm ? (239°),9:02:35,+1:09,6:03 AM,6:33 PM,6:38 AM,5:58 PM,7:14 AM,5:22 PM,12:18 pm (23.5°),91.404
1/7/2023,7:46 am ? (121°),4:50 pm ? (239°),9:03:48,+1:13,6:03 AM,6:34 PM,6:38 AM,5:59 PM,7:14 AM,5:23 PM,12:18 pm (23.7°),91.406
1/8/2023,7:46 am ? (121°),4:51 pm ? (239°),9:05:06,+1:17,6:03 AM,6:35 PM,6:37 AM,6:00 PM,7:14 AM,5:24 PM,12:19 pm (23.8°),91.408
1/9/2023,7:46 am ? (121°),4:52 pm ? (239°),9:06:27,+1:21,6:03 AM,6:36 PM,6:37 AM,6:01 PM,7:13 AM,5:25 PM,12:19 pm (23.9°),91.411
1/10/2023,7:46 am ? (120°),4:53 pm ? (240°),9:07:52,+1:25,6:02 AM,6:37 PM,6:37 AM,6:02 PM,7:13 AM,5:26 PM,12:19 pm (24.1°),91.414
1/11/2023,7:45 am ? (120°),4:55 pm ? (240°),9:09:21,+1:28,6:02 AM,6:38 PM,6:37 AM,6:03 PM,7:13 AM,5:27 PM,12:20 pm (24.2°),91.418
1/12/2023,7:45 am ? (120°),4:56 pm ? (240°),9:10:54,+1:32,6:02 AM,6:39 PM,6:37 AM,6:04 PM,7:13 AM,5:28 PM,12:20 pm (24.4°),91.422
1/13/2023,7:44 am ? (120°),4:57 pm ? (240°),9:12:30,+1:36,6:02 AM,6:40 PM,6:36 AM,6:05 PM,7:12 AM,5:29 PM,12:21 pm (24.6°),91.427
1/14/2023,7:44 am ? (119°),4:58 pm ? (241°),9:14:10,+1:39,6:01 AM,6:41 PM,6:36 AM,6:06 PM,7:12 AM,5:30 PM,12:21 pm (24.7°),91.433
1/15/2023,7:44 am ? (119°),4:59 pm ? (241°),9:15:53,+1:43,6:01 AM,6:42 PM,6:36 AM,6:07 PM,7:11 AM,5:31 PM,12:21 pm (24.9°),91.439
1/16/2023,7:43 am ? (119°),5:01 pm ? (241°),9:17:40,+1:46,6:01 AM,6:43 PM,6:35 AM,6:08 PM,7:11 AM,5:33 PM,12:22 pm (25.1°),91.445
1/17/2023,7:42 am ? (119°),5:02 pm ? (242°),9:19:30,+1:50,6:00 AM,6:44 PM,6:35 AM,6:09 PM,7:10 AM,5:34 PM,12:22 pm (25.3°),91.452
1/18/2023,7:42 am ? (118°),5:03 pm ? (242°),9:21:23,+1:53,6:00 AM,6:45 PM,6:34 AM,6:11 PM,7:10 AM,5:35 PM,12:22 pm (25.5°),91.459
1/19/2023,7:41 am ? (118°),5:04 pm ? (242°),9:23:19,+1:56,5:59 AM,6:46 PM,6:34 AM,6:12 PM,7:09 AM,5:36 PM,12:23 pm (25.7°),91.466
1/20/2023,7:40 am ? (118°),5:06 pm ? (242°),9:25:19,+1:59,5:59 AM,6:47 PM,6:33 AM,6:13 PM,7:09 AM,5:37 PM,12:23 pm (25.9°),91.474
1/21/2023,7:40 am ? (117°),5:07 pm ? (243°),9:27:21,+2:02,5:58 AM,6:48 PM,6:33 AM,6:14 PM,7:08 AM,5:39 PM,12:23 pm (26.2°),91.482
1/22/2023,7:39 am ? (117°),5:08 pm ? (243°),9:29:26,+2:05,5:58 AM,6:49 PM,6:32 AM,6:15 PM,7:07 AM,5:40 PM,12:23 pm (26.4°),91.491
1/23/2023,7:38 am ? (117°),5:10 pm ? (244°),9:31:34,+2:07,5:57 AM,6:51 PM,6:32 AM,6:16 PM,7:07 AM,5:41 PM,12:24 pm (26.6°),91.499
1/24/2023,7:37 am ? (116°),5:11 pm ? (244°),9:33:45,+2:10,5:57 AM,6:52 PM,6:31 AM,6:18 PM,7:06 AM,5:42 PM,12:24 pm (26.9°),91.508
1/25/2023,7:36 am ? (116°),5:12 pm ? (244°),9:35:58,+2:13,5:56 AM,6:53 PM,6:30 AM,6:19 PM,7:05 AM,5:44 PM,12:24 pm (27.1°),91.518
1/26/2023,7:36 am ? (116°),5:14 pm ? (245°),9:38:14,+2:15,5:55 AM,6:54 PM,6:29 AM,6:20 PM,7:04 AM,5:45 PM,12:24 pm (27.4°),91.527
1/27/2023,7:35 am ? (115°),5:15 pm ? (245°),9:40:32,+2:18,5:55 AM,6:55 PM,6:29 AM,6:21 PM,7:03 AM,5:46 PM,12:25 pm (27.6°),91.537
1/28/2023,7:34 am ? (115°),5:16 pm ? (245°),9:42:52,+2:20,5:54 AM,6:56 PM,6:28 AM,6:22 PM,7:03 AM,5:48 PM,12:25 pm (27.9°),91.548
1/29/2023,7:33 am ? (114°),5:18 pm ? (246°),9:45:15,+2:22,5:53 AM,6:58 PM,6:27 AM,6:24 PM,7:02 AM,5:49 PM,12:25 pm (28.1°),91.559
1/30/2023,7:32 am ? (114°),5:19 pm ? (246°),9:47:40,+2:24,5:52 AM,6:59 PM,6:26 AM,6:25 PM,7:01 AM,5:50 PM,12:25 pm (28.4°),91.57
1/31/2023,7:30 am ? (114°),5:21 pm ? (247°),9:50:07,+2:26,5:51 AM,7:00 PM,6:25 AM,6:26 PM,7:00 AM,5:51 PM,12:25 pm (28.7°),91.582
2/1/2023,7:29 am ? (113°),5:22 pm ? (247°),9:52:36,+2:28,5:50 AM,7:01 PM,6:24 AM,6:27 PM,6:59 AM,5:53 PM,12:25 pm (29.0°),91.595
2/2/2023,7:28 am ? (113°),5:23 pm ? (247°),9:55:07,+2:30,5:49 AM,7:02 PM,6:23 AM,6:29 PM,6:58 AM,5:54 PM,12:26 pm (29.3°),91.607
2/3/2023,7:27 am ? (112°),5:25 pm ? (248°),9:57:39,+2:32,5:48 AM,7:04 PM,6:22 AM,6:30 PM,6:57 AM,5:55 PM,12:26 pm (29.6°),91.621
2/4/2023,7:26 am ? (112°),5:26 pm ? (248°),10:00:14,+2:34,5:47 AM,7:05 PM,6:21 AM,6:31 PM,6:55 AM,5:57 PM,12:26 pm (29.9°),91.635
2/5/2023,7:25 am ? (112°),5:28 pm ? (249°),10:02:50,+2:36,5:46 AM,7:06 PM,6:20 AM,6:32 PM,6:54 AM,5:58 PM,12:26 pm (30.2°),91.649
2/6/2023,7:23 am ? (111°),5:29 pm ? (249°),10:05:28,+2:37,5:45 AM,7:07 PM,6:19 AM,6:34 PM,6:53 AM,5:59 PM,12:26 pm (30.5°),91.664
2/7/2023,7:22 am ? (111°),5:30 pm ? (250°),10:08:07,+2:39,5:44 AM,7:08 PM,6:18 AM,6:35 PM,6:52 AM,6:01 PM,12:26 pm (30.8°),91.679
2/8/2023,7:21 am ? (110°),5:32 pm ? (250°),10:10:48,+2:40,5:43 AM,7:10 PM,6:17 AM,6:36 PM,6:51 AM,6:02 PM,12:26 pm (31.1°),91.695
2/9/2023,7:20 am ? (110°),5:33 pm ? (250°),10:13:30,+2:42,5:42 AM,7:11 PM,6:15 AM,6:37 PM,6:50 AM,6:03 PM,12:26 pm (31.4°),91.712
2/10/2023,7:18 am ? (109°),5:34 pm ? (251°),10:16:14,+2:43,5:41 AM,7:12 PM,6:14 AM,6:39 PM,6:48 AM,6:04 PM,12:26 pm (31.7°),91.728
2/11/2023,7:17 am ? (109°),5:36 pm ? (251°),10:18:59,+2:44,5:39 AM,7:13 PM,6:13 AM,6:40 PM,6:47 AM,6:06 PM,12:26 pm (32.1°),91.746
2/12/2023,7:15 am ? (108°),5:37 pm ? (252°),10:21:45,+2:46,5:38 AM,7:15 PM,6:12 AM,6:41 PM,6:46 AM,6:07 PM,12:26 pm (32.4°),91.763
2/13/2023,7:14 am ? (108°),5:39 pm ? (252°),10:24:32,+2:47,5:37 AM,7:16 PM,6:10 AM,6:42 PM,6:44 AM,6:08 PM,12:26 pm (32.7°),91.781
2/14/2023,7:13 am ? (107°),5:40 pm ? (253°),10:27:21,+2:48,5:36 AM,7:17 PM,6:09 AM,6:44 PM,6:43 AM,6:10 PM,12:26 pm (33.1°),91.8
2/15/2023,7:11 am ? (107°),5:41 pm ? (253°),10:30:10,+2:49,5:34 AM,7:18 PM,6:08 AM,6:45 PM,6:42 AM,6:11 PM,12:26 pm (33.4°),91.819
2/16/2023,7:10 am ? (106°),5:43 pm ? (254°),10:33:01,+2:50,5:33 AM,7:20 PM,6:06 AM,6:46 PM,6:40 AM,6:12 PM,12:26 pm (33.8°),91.838
2/17/2023,7:08 am ? (106°),5:44 pm ? (254°),10:35:53,+2:51,5:32 AM,7:21 PM,6:05 AM,6:47 PM,6:39 AM,6:14 PM,12:26 pm (34.1°),91.857
2/18/2023,7:07 am ? (105°),5:45 pm ? (255°),10:38:45,+2:52,5:30 AM,7:22 PM,6:04 AM,6:49 PM,6:37 AM,6:15 PM,12:26 pm (34.5°),91.876
2/19/2023,7:05 am ? (105°),5:47 pm ? (255°),10:41:39,+2:53,5:29 AM,7:23 PM,6:02 AM,6:50 PM,6:36 AM,6:16 PM,12:26 pm (34.8°),91.896
2/20/2023,7:04 am ? (104°),5:48 pm ? (256°),10:44:33,+2:54,5:27 AM,7:25 PM,6:01 AM,6:51 PM,6:34 AM,6:18 PM,12:26 pm (35.2°),91.916
2/21/2023,7:02 am ? (104°),5:49 pm ? (256°),10:47:28,+2:55,5:26 AM,7:26 PM,5:59 AM,6:52 PM,6:33 AM,6:19 PM,12:25 pm (35.5°),91.936
2/22/2023,7:00 am ? (103°),5:51 pm ? (257°),10:50:24,+2:55,5:24 AM,7:27 PM,5:58 AM,6:54 PM,6:31 AM,6:20 PM,12:25 pm (35.9°),91.956
2/23/2023,6:59 am ? (103°),5:52 pm ? (257°),10:53:21,+2:56,5:23 AM,7:28 PM,5:56 AM,6:55 PM,6:30 AM,6:21 PM,12:25 pm (36.3°),91.976
2/24/2023,6:57 am ? (102°),5:54 pm ? (258°),10:56:18,+2:57,5:21 AM,7:30 PM,5:55 AM,6:56 PM,6:28 AM,6:23 PM,12:25 pm (36.6°),91.997
2/25/2023,6:56 am ? (102°),5:55 pm ? (258°),10:59:15,+2:57,5:20 AM,7:31 PM,5:53 AM,6:57 PM,6:26 AM,6:24 PM,12:25 pm (37.0°),92.017
2/26/2023,6:54 am ? (101°),5:56 pm ? (259°),11:02:14,+2:58,5:18 AM,7:32 PM,5:51 AM,6:59 PM,6:25 AM,6:25 PM,12:25 pm (37.4°),92.038
2/27/2023,6:52 am ? (101°),5:57 pm ? (259°),11:05:13,+2:58,5:16 AM,7:34 PM,5:50 AM,7:00 PM,6:23 AM,6:27 PM,12:25 pm (37.8°),92.06
2/28/2023,6:51 am ? (100°),5:59 pm ? (260°),11:08:12,+2:59,5:15 AM,7:35 PM,5:48 AM,7:01 PM,6:22 AM,6:28 PM,12:24 pm (38.1°),92.081
3/1/2023,6:49 am ? (100°),6:00 pm ? (261°),11:11:12,+2:59,5:13 AM,7:36 PM,5:47 AM,7:03 PM,6:20 AM,6:29 PM,12:24 pm (38.5°),92.103
3/2/2023,6:47 am ? (99°),6:01 pm ? (261°),11:14:12,+3:00,5:11 AM,7:37 PM,5:45 AM,7:04 PM,6:18 AM,6:30 PM,12:24 pm (38.9°),92.125
3/3/2023,6:45 am ? (99°),6:03 pm ? (262°),11:17:12,+3:00,5:10 AM,7:39 PM,5:43 AM,7:05 PM,6:17 AM,6:32 PM,12:24 pm (39.3°),92.147
3/4/2023,6:44 am ? (98°),6:04 pm ? (262°),11:20:13,+3:00,5:08 AM,7:40 PM,5:42 AM,7:06 PM,6:15 AM,6:33 PM,12:24 pm (39.7°),92.17
3/5/2023,6:42 am ? (98°),6:05 pm ? (263°),11:23:15,+3:01,5:06 AM,7:41 PM,5:40 AM,7:08 PM,6:13 AM,6:34 PM,12:23 pm (40.1°),92.193
3/6/2023,6:40 am ? (97°),6:07 pm ? (263°),11:26:16,+3:01,5:05 AM,7:43 PM,5:38 AM,7:09 PM,6:11 AM,6:35 PM,12:23 pm (40.4°),92.217
3/7/2023,6:39 am ? (96°),6:08 pm ? (264°),11:29:18,+3:01,5:03 AM,7:44 PM,5:36 AM,7:10 PM,6:10 AM,6:37 PM,12:23 pm (40.8°),92.24
3/8/2023,6:37 am ? (96°),6:09 pm ? (264°),11:32:20,+3:02,5:01 AM,7:45 PM,5:35 AM,7:11 PM,6:08 AM,6:38 PM,12:23 pm (41.2°),92.265
3/9/2023,6:35 am ? (95°),6:10 pm ? (265°),11:35:22,+3:02,4:59 AM,7:47 PM,5:33 AM,7:13 PM,6:06 AM,6:39 PM,12:22 pm (41.6°),92.289
3/10/2023,6:33 am ? (95°),6:12 pm ? (265°),11:38:25,+3:02,4:57 AM,7:48 PM,5:31 AM,7:14 PM,6:05 AM,6:40 PM,12:22 pm (42.0°),92.314
3/11/2023,6:31 am ? (94°),6:13 pm ? (266°),11:41:28,+3:02,4:55 AM,7:49 PM,5:29 AM,7:15 PM,6:03 AM,6:42 PM,12:22 pm (42.4°),92.339
Note: hours shift because clocks change forward 1 hour. (See the note below this table for details),,,,,,,,,,,,
3/12/2023,7:30 am ? (94°),7:14 pm ? (267°),11:44:31,+3:02,5:54 AM,8:51 PM,6:27 AM,8:17 PM,7:01 AM,7:43 PM,1:22 pm (42.8°),92.364
3/13/2023,7:28 am ? (93°),7:15 pm ? (267°),11:47:34,+3:03,5:52 AM,8:52 PM,6:26 AM,8:18 PM,6:59 AM,7:44 PM,1:21 pm (43.2°),92.389
3/14/2023,7:26 am ? (93°),7:17 pm ? (268°),11:50:37,+3:03,5:50 AM,8:53 PM,6:24 AM,8:19 PM,6:57 AM,7:45 PM,1:21 pm (43.6°),92.415
3/15/2023,7:24 am ? (92°),7:18 pm ? (268°),11:53:40,+3:03,5:48 AM,8:55 PM,6:22 AM,8:20 PM,6:56 AM,7:47 PM,1:21 pm (44.0°),92.441
3/16/2023,7:22 am ? (92°),7:19 pm ? (269°),11:56:44,+3:03,5:46 AM,8:56 PM,6:20 AM,8:22 PM,6:54 AM,7:48 PM,1:20 pm (44.4°),92.467
3/17/2023,7:21 am ? (91°),7:20 pm ? (269°),11:59:47,+3:03,5:44 AM,8:57 PM,6:18 AM,8:23 PM,6:52 AM,7:49 PM,1:20 pm (44.8°),92.493
3/18/2023,7:19 am ? (90°),7:22 pm ? (270°),12:02:51,+3:03,5:42 AM,8:59 PM,6:16 AM,8:24 PM,6:50 AM,7:51 PM,1:20 pm (45.2°),92.519
3/19/2023,7:17 am ? (90°),7:23 pm ? (270°),12:05:54,+3:03,5:40 AM,9:00 PM,6:15 AM,8:26 PM,6:48 AM,7:52 PM,1:20 pm (45.6°),92.545
3/20/2023,7:15 am ? (89°),7:24 pm ? (271°),12:08:58,+3:03,5:38 AM,9:02 PM,6:13 AM,8:27 PM,6:46 AM,7:53 PM,1:19 pm (45.9°),92.571
3/21/2023,7:13 am ? (89°),7:25 pm ? (271°),12:12:01,+3:03,5:36 AM,9:03 PM,6:11 AM,8:28 PM,6:45 AM,7:54 PM,1:19 pm (46.3°),92.597
3/22/2023,7:12 am ? (88°),7:27 pm ? (272°),12:15:04,+3:03,5:34 AM,9:04 PM,6:09 AM,8:29 PM,6:43 AM,7:56 PM,1:19 pm (46.7°),92.623
3/23/2023,7:10 am ? (88°),7:28 pm ? (273°),12:18:08,+3:03,5:32 AM,9:06 PM,6:07 AM,8:31 PM,6:41 AM,7:57 PM,1:18 pm (47.1°),92.649
3/24/2023,7:08 am ? (87°),7:29 pm ? (273°),12:21:11,+3:03,5:30 AM,9:07 PM,6:05 AM,8:32 PM,6:39 AM,7:58 PM,1:18 pm (47.5°),92.675
3/25/2023,7:06 am ? (87°),7:30 pm ? (274°),12:24:14,+3:03,5:28 AM,9:09 PM,6:03 AM,8:33 PM,6:37 AM,7:59 PM,1:18 pm (47.9°),92.701
3/26/2023,7:04 am ? (86°),7:32 pm ? (274°),12:27:17,+3:02,5:26 AM,9:10 PM,6:01 AM,8:35 PM,6:35 AM,8:01 PM,1:17 pm (48.3°),92.727
3/27/2023,7:02 am ? (86°),7:33 pm ? (275°),12:30:20,+3:02,5:24 AM,9:12 PM,5:59 AM,8:36 PM,6:33 AM,8:02 PM,1:17 pm (48.7°),92.753
3/28/2023,7:01 am ? (85°),7:34 pm ? (275°),12:33:22,+3:02,5:22 AM,9:13 PM,5:57 AM,8:37 PM,6:32 AM,8:03 PM,1:17 pm (49.1°),92.779
3/29/2023,6:59 am ? (84°),7:35 pm ? (276°),12:36:24,+3:02,5:20 AM,9:15 PM,5:55 AM,8:39 PM,6:30 AM,8:04 PM,1:17 pm (49.5°),92.805
3/30/2023,6:57 am ? (84°),7:36 pm ? (276°),12:39:26,+3:02,5:18 AM,9:16 PM,5:53 AM,8:40 PM,6:28 AM,8:06 PM,1:16 pm (49.9°),92.831
3/31/2023,6:55 am ? (83°),7:38 pm ? (277°),12:42:28,+3:01,5:16 AM,9:18 PM,5:52 AM,8:41 PM,6:26 AM,8:07 PM,1:16 pm (50.3°),92.857
4/1/2023,6:53 am ? (83°),7:39 pm ? (277°),12:45:30,+3:01,5:14 AM,9:19 PM,5:50 AM,8:43 PM,6:24 AM,8:08 PM,1:16 pm (50.6°),92.883
4/2/2023,6:52 am ? (82°),7:40 pm ? (278°),12:48:31,+3:01,5:12 AM,9:21 PM,5:48 AM,8:44 PM,6:22 AM,8:09 PM,1:15 pm (51.0°),92.91
4/3/2023,6:50 am ? (82°),7:41 pm ? (279°),12:51:32,+3:00,5:09 AM,9:22 PM,5:46 AM,8:46 PM,6:21 AM,8:11 PM,1:15 pm (51.4°),92.936
4/4/2023,6:48 am ? (81°),7:43 pm ? (279°),12:54:32,+3:00,5:07 AM,9:24 PM,5:44 AM,8:47 PM,6:19 AM,8:12 PM,1:15 pm (51.8°),92.962
4/5/2023,6:46 am ? (81°),7:44 pm ? (280°),12:57:32,+3:00,5:05 AM,9:25 PM,5:42 AM,8:48 PM,6:17 AM,8:13 PM,1:15 pm (52.2°),92.989
4/6/2023,6:44 am ? (80°),7:45 pm ? (280°),13:00:32,+2:59,5:03 AM,9:27 PM,5:40 AM,8:50 PM,6:15 AM,8:14 PM,1:14 pm (52.5°),93.016
4/7/2023,6:43 am ? (80°),7:46 pm ? (281°),13:03:31,+2:59,5:01 AM,9:28 PM,5:38 AM,8:51 PM,6:13 AM,8:16 PM,1:14 pm (52.9°),93.042
4/8/2023,6:41 am ? (79°),7:47 pm ? (281°),13:06:30,+2:58,4:59 AM,9:30 PM,5:36 AM,8:53 PM,6:11 AM,8:17 PM,1:14 pm (53.3°),93.069
4/9/2023,6:39 am ? (79°),7:49 pm ? (282°),13:09:28,+2:58,4:57 AM,9:32 PM,5:34 AM,8:54 PM,6:09 AM,8:18 PM,1:13 pm (53.7°),93.096
4/10/2023,6:37 am ? (78°),7:50 pm ? (282°),13:12:26,+2:57,4:54 AM,9:33 PM,5:32 AM,8:55 PM,6:08 AM,8:20 PM,1:13 pm (54.0°),93.123
4/11/2023,6:36 am ? (78°),7:51 pm ? (283°),13:15:23,+2:57,4:52 AM,9:35 PM,5:30 AM,8:57 PM,6:06 AM,8:21 PM,1:13 pm (54.4°),93.15
4/12/2023,6:34 am ? (77°),7:52 pm ? (283°),13:18:20,+2:56,4:50 AM,9:36 PM,5:28 AM,8:58 PM,6:04 AM,8:22 PM,1:13 pm (54.8°),93.177
4/13/2023,6:32 am ? (76°),7:53 pm ? (284°),13:21:16,+2:56,4:48 AM,9:38 PM,5:26 AM,9:00 PM,6:02 AM,8:23 PM,1:12 pm (55.1°),93.204
4/14/2023,6:30 am ? (76°),7:55 pm ? (284°),13:24:12,+2:55,4:46 AM,9:40 PM,5:24 AM,9:01 PM,6:00 AM,8:25 PM,1:12 pm (55.5°),93.231
4/15/2023,6:29 am ? (75°),7:56 pm ? (285°),13:27:06,+2:54,4:44 AM,9:41 PM,5:22 AM,9:03 PM,5:59 AM,8:26 PM,1:12 pm (55.9°),93.258
4/16/2023,6:27 am ? (75°),7:57 pm ? (285°),13:30:01,+2:54,4:42 AM,9:43 PM,5:20 AM,9:04 PM,5:57 AM,8:27 PM,1:12 pm (56.2°),93.284
4/17/2023,6:25 am ? (74°),7:58 pm ? (286°),13:32:54,+2:53,4:39 AM,9:45 PM,5:19 AM,9:05 PM,5:55 AM,8:29 PM,1:11 pm (56.6°),93.311
4/18/2023,6:24 am ? (74°),7:59 pm ? (286°),13:35:47,+2:52,4:37 AM,9:47 PM,5:17 AM,9:07 PM,5:53 AM,8:30 PM,1:11 pm (56.9°),93.337
4/19/2023,6:22 am ? (73°),8:01 pm ? (287°),13:38:38,+2:51,4:35 AM,9:48 PM,5:15 AM,9:08 PM,5:52 AM,8:31 PM,1:11 pm (57.3°),93.363
